filename,algorithm,GQS
tree_200_5,pfsp,0.894
tree_200_5,prism,0.895
tree_200_5,rwordle,0.912
tree_200_5,scale,0.92
tree_200_5,vpsc,0.921
tree_200_6,gtree,0.894
tree_200_6,pfs,0.853
tree_200_6,pfsp,0.889
tree_200_6,prism,0.903
tree_200_6,rwordle,0.91
tree_200_6,scale,0.919
tree_200_6,vpsc,0.918
tree_200_7,gtree,0.89
tree_200_7,pfs,0.848
tree_200_7,pfsp,0.884
tree_200_7,prism,0.902
tree_200_7,rwordle,0.911
tree_200_7,scale,0.92
tree_200_7,vpsc,0.919
tree_200_8,gtree,0.879
tree_200_8,pfs,0.84
tree_200_8,pfsp,0.875
tree_200_8,prism,0.894
tree_200_8,rwordle,0.91
tree_200_8,scale,0.92
tree_200_8,vpsc,0.916
tree_200_9,gtree,0.889
tree_200_9,pfs,0.847
tree_200_9,pfsp,0.893
tree_200_9,prism,0.902
tree_200_9,rwordle,0.908
tree_200_9,scale,0.919
tree_200_9,vpsc,0.912
tree_20_10,gtree,0.958
tree_20_10,pfs,0.958
tree_20_10,pfsp,0.958
tree_20_10,prism,0.958
tree_20_10,rwordle,0.958
tree_20_10,scale,0.958
tree_20_10,vpsc,0.958
tree_20_11,gtree,0.958
tree_20_11,pfs,0.958
tree_20_11,pfsp,0.958
tree_20_11,prism,0.958
tree_20_11,rwordle,0.958
tree_20_11,scale,0.958
tree_20_11,vpsc,0.958
tree_20_12,gtree,0.958
tree_20_12,pfs,0.958
tree_20_12,pfsp,0.958
tree_20_12,prism,0.958
tree_20_12,rwordle,0.958
tree_20_12,scale,0.958
tree_20_12,vpsc,0.958
tree_20_13,gtree,0.958
tree_20_13,pfs,0.958
tree_20_13,pfsp,0.958
tree_20_13,prism,0.958
tree_20_13,rwordle,0.958
tree_20_13,scale,0.958
tree_20_13,vpsc,0.958
tree_20_14,gtree,0.958
tree_20_14,pfs,0.958
tree_20_14,pfsp,0.958
tree_20_14,prism,0.958
tree_20_14,rwordle,0.958
tree_20_14,scale,0.958
tree_20_14,vpsc,0.958
tree_20_15,gtree,0.958
tree_20_15,pfs,0.958
tree_20_15,pfsp,0.958
tree_20_15,prism,0.958
tree_20_15,rwordle,0.958
tree_20_15,scale,0.958
tree_20_15,vpsc,0.958
tree_20_16,gtree,0.958
tree_20_16,pfs,0.958
tree_20_16,pfsp,0.958
tree_20_16,prism,0.958
tree_20_16,rwordle,0.958
tree_20_16,scale,0.958
tree_20_16,vpsc,0.958
tree_20_17,gtree,0.958
tree_20_17,pfs,0.958
tree_20_17,pfsp,0.958
tree_20_17,prism,0.958
tree_20_17,rwordle,0.958
tree_20_17,scale,0.958
tree_20_17,vpsc,0.958
tree_20_18,gtree,0.958
tree_20_18,pfs,0.958
tree_20_18,pfsp,0.958
tree_20_18,prism,0.958
tree_20_18,rwordle,0.958
tree_20_18,scale,0.958
tree_20_18,vpsc,0.958
tree_20_19,gtree,0.958
tree_20_19,pfs,0.958
tree_20_19,pfsp,0.958
tree_20_19,prism,0.958
tree_20_19,rwordle,0.958
tree_20_19,scale,0.958
tree_20_19,vpsc,0.958
tree_20_1,gtree,0.918
tree_20_1,pfs,0.949
tree_20_1,pfsp,0.956
tree_20_1,prism,0.926
tree_20_1,rwordle,0.913
tree_20_1,scale,0.955
tree_20_1,vpsc,0.957
tree_20_20,gtree,0.958
tree_20_20,pfs,0.958
tree_20_20,pfsp,0.958
tree_20_20,prism,0.958
tree_20_20,rwordle,0.958
tree_20_20,scale,0.958
tree_20_20,vpsc,0.958
tree_20_21,gtree,0.958
tree_20_21,pfs,0.958
tree_20_21,pfsp,0.958
tree_20_21,prism,0.958
tree_20_21,rwordle,0.958
tree_20_21,scale,0.958
tree_20_21,vpsc,0.958
tree_20_22,gtree,0.958
tree_20_22,pfs,0.958
tree_20_22,pfsp,0.958
tree_20_22,prism,0.958
tree_20_22,rwordle,0.958
tree_20_22,scale,0.958
tree_20_22,vpsc,0.958
tree_20_23,gtree,0.958
tree_20_23,pfs,0.958
tree_20_23,pfsp,0.958
tree_20_23,prism,0.958
tree_20_23,rwordle,0.958
tree_20_23,scale,0.958
tree_20_23,vpsc,0.958
tree_20_24,gtree,0.958
tree_20_24,pfs,0.958
tree_20_24,pfsp,0.958
tree_20_24,prism,0.958
tree_20_24,rwordle,0.958
tree_20_24,scale,0.958
tree_20_24,vpsc,0.958
tree_20_25,gtree,0.958
tree_20_25,pfs,0.958
tree_20_25,pfsp,0.958
tree_20_25,prism,0.958
tree_20_25,rwordle,0.958
tree_20_25,scale,0.958
tree_20_25,vpsc,0.958
tree_20_26,gtree,0.958
tree_20_26,pfs,0.958
tree_20_26,pfsp,0.958
tree_20_26,prism,0.958
tree_20_26,rwordle,0.958
tree_20_26,scale,0.958
tree_20_26,vpsc,0.958
tree_20_27,gtree,0.958
tree_20_27,pfs,0.958
tree_20_27,pfsp,0.958
tree_20_27,prism,0.958
tree_20_27,rwordle,0.958
tree_20_27,scale,0.958
tree_20_27,vpsc,0.958
tree_20_28,gtree,0.958
tree_20_28,pfs,0.958
tree_20_28,pfsp,0.958
tree_20_28,prism,0.958
tree_20_28,rwordle,0.958
tree_20_28,scale,0.958
tree_20_28,vpsc,0.958
tree_20_29,gtree,0.958
tree_20_29,pfs,0.958
tree_20_29,pfsp,0.958
tree_20_29,prism,0.958
tree_20_29,rwordle,0.958
tree_20_29,scale,0.958
tree_20_29,vpsc,0.958
tree_20_2,gtree,0.918
tree_20_2,pfs,0.949
tree_20_2,pfsp,0.956
tree_20_2,prism,0.926
tree_20_2,rwordle,0.913
tree_20_2,scale,0.955
tree_20_2,vpsc,0.957
tree_20_30,gtree,0.958
tree_20_30,pfs,0.958
tree_20_30,pfsp,0.958
tree_20_30,prism,0.958
tree_20_30,rwordle,0.958
tree_20_30,scale,0.958
tree_20_30,vpsc,0.958
tree_20_3,gtree,0.918
tree_20_3,pfs,0.949
tree_20_3,pfsp,0.956
tree_20_3,prism,0.926
tree_20_3,rwordle,0.913
tree_20_3,scale,0.955
tree_20_3,vpsc,0.957
tree_20_4,gtree,0.918
tree_20_4,pfs,0.949
tree_20_4,pfsp,0.956
tree_20_4,prism,0.926
tree_20_4,rwordle,0.913
tree_20_4,scale,0.955
tree_20_4,vpsc,0.957
tree_20_5,gtree,0.918
tree_20_5,pfs,0.949
tree_20_5,pfsp,0.956
tree_20_5,prism,0.926
tree_20_5,rwordle,0.913
tree_20_5,scale,0.955
tree_20_5,vpsc,0.957
tree_20_6,gtree,0.912
tree_20_6,pfs,0.958
tree_20_6,pfsp,0.958
tree_20_6,prism,0.92
tree_20_6,rwordle,0.958
tree_20_6,scale,0.958
tree_20_6,vpsc,0.958
tree_20_7,gtree,0.958
tree_20_7,pfs,0.958
tree_20_7,pfsp,0.958
tree_20_7,prism,0.958
tree_20_7,rwordle,0.958
tree_20_7,scale,0.958
tree_20_7,vpsc,0.958
tree_20_8,gtree,0.958
tree_20_8,pfs,0.958
tree_20_8,pfsp,0.958
tree_20_8,prism,0.958
tree_20_8,rwordle,0.958
tree_20_8,scale,0.958
tree_20_8,vpsc,0.958
tree_20_9,gtree,0.958
tree_20_9,pfs,0.958
tree_20_9,pfsp,0.958
tree_20_9,prism,0.958
tree_20_9,rwordle,0.958
tree_20_9,scale,0.958
tree_20_9,vpsc,0.958
tree_500_10,gtree,0.869
tree_500_10,pfs,0.832
tree_500_10,pfsp,0.851
tree_500_10,prism,0.89
tree_500_10,rwordle,0.909
tree_500_10,scale,0.917
tree_500_10,vpsc,0.914
tree_500_11,gtree,0.882
tree_500_11,pfs,0.827
tree_500_11,pfsp,0.876
tree_500_11,prism,0.9
tree_500_11,rwordle,0.907
tree_500_11,scale,0.917
tree_500_11,vpsc,0.912
tree_500_12,gtree,0.859
tree_500_12,pfs,0.804
tree_500_12,pfsp,0.85
tree_500_12,prism,0.883
tree_500_12,rwordle,0.906
tree_500_12,scale,0.917
tree_500_12,vpsc,0.91
tree_500_13,gtree,0.885
tree_500_13,pfs,0.825
tree_500_13,pfsp,0.872
tree_500_13,prism,0.9
tree_500_13,rwordle,0.906
tree_500_13,scale,0.918
tree_500_13,vpsc,0.911
tree_500_14,gtree,0.882
tree_500_14,pfs,0.819
tree_500_14,pfsp,0.864
tree_500_14,prism,0.893
tree_500_14,rwordle,0.907
tree_500_14,scale,0.919
tree_500_14,vpsc,0.913
tree_500_15,gtree,0.876
tree_500_15,pfs,0.834
tree_500_15,pfsp,0.875
tree_500_15,prism,0.902
tree_500_15,rwordle,0.906
tree_500_15,scale,0.919
tree_500_15,vpsc,0.913
tree_500_16,gtree,0.874
tree_500_16,pfs,0.827
tree_500_16,pfsp,0.866
tree_500_16,prism,0.897
tree_500_16,rwordle,0.909
tree_500_16,scale,0.918
tree_500_16,vpsc,0.914
tree_500_17,gtree,0.871
tree_500_17,pfs,0.819
tree_500_17,pfsp,0.85
tree_500_17,prism,0.893
tree_500_17,rwordle,0.908
tree_500_17,scale,0.917
tree_500_17,vpsc,0.913
tree_500_18,gtree,0.883
tree_500_18,pfs,0.836
tree_500_18,pfsp,0.872
tree_500_18,prism,0.888
tree_500_18,rwordle,0.908
tree_500_18,scale,0.917
tree_500_18,vpsc,0.914
tree_500_19,gtree,0.885
tree_500_19,pfs,0.829
tree_500_19,pfsp,0.856
tree_500_19,prism,0.901
tree_500_19,rwordle,0.907
tree_500_19,scale,0.918
tree_500_19,vpsc,0.914
tree_500_1,gtree,0.874
tree_500_1,pfs,0.81
tree_500_1,pfsp,0.858
tree_500_1,prism,0.9
tree_500_1,rwordle,0.907
tree_500_1,scale,0.918
tree_500_1,vpsc,0.906
tree_500_20,gtree,0.887
tree_500_20,pfs,0.838
tree_500_20,pfsp,0.864
tree_500_20,prism,0.896
tree_500_20,rwordle,0.908
tree_500_20,scale,0.916
tree_500_20,vpsc,0.914
tree_500_21,gtree,0.884
tree_500_21,pfs,0.825
tree_500_21,pfsp,0.862
tree_500_21,prism,0.896
tree_500_21,rwordle,0.905
tree_500_21,scale,0.918
tree_500_21,vpsc,0.911
tree_500_22,gtree,0.88
tree_500_22,pfs,0.822
tree_500_22,pfsp,0.859
tree_500_22,prism,0.891
tree_500_22,rwordle,0.907
tree_500_22,scale,0.917
tree_500_22,vpsc,0.91
tree_500_23,gtree,0.857
tree_500_23,pfs,0.823
tree_500_23,pfsp,0.869
tree_500_23,prism,0.887
tree_500_23,rwordle,0.905
tree_500_23,scale,0.918
tree_500_23,vpsc,0.913
tree_500_24,gtree,0.867
tree_500_24,pfs,0.822
tree_500_24,pfsp,0.854
tree_500_24,prism,0.9
tree_500_24,rwordle,0.908
tree_500_24,scale,0.919
tree_500_24,vpsc,0.913
tree_500_25,gtree,0.878
tree_500_25,pfs,0.839
tree_500_25,pfsp,0.861
tree_500_25,prism,0.896
tree_500_25,rwordle,0.907
tree_500_25,scale,0.918
tree_500_25,vpsc,0.913
tree_500_26,gtree,0.888
tree_500_26,pfs,0.83
tree_500_26,pfsp,0.864
tree_500_26,prism,0.897
tree_500_26,rwordle,0.907
tree_500_26,scale,0.917
tree_500_26,vpsc,0.912
tree_500_27,gtree,0.876
tree_500_27,pfs,0.824
tree_500_27,pfsp,0.861
tree_500_27,prism,0.888
tree_500_27,rwordle,0.908
tree_500_27,scale,0.916
tree_500_27,vpsc,0.913
tree_500_28,gtree,0.867
tree_500_28,pfs,0.828
tree_500_28,pfsp,0.857
tree_500_28,prism,0.89
tree_500_28,rwordle,0.905
tree_500_28,scale,0.916
tree_500_28,vpsc,0.907
tree_500_29,gtree,0.888
tree_500_29,pfs,0.838
tree_500_29,pfsp,0.869
tree_500_29,prism,0.898
tree_500_29,rwordle,0.908
tree_500_29,scale,0.918
tree_500_29,vpsc,0.914
tree_500_2,gtree,0.887
tree_500_2,pfs,0.82
tree_500_2,pfsp,0.86
tree_500_2,prism,0.892
tree_500_2,rwordle,0.907
tree_500_2,scale,0.917
tree_500_2,vpsc,0.911
tree_500_30,gtree,0.866
tree_500_30,pfs,0.82
tree_500_30,pfsp,0.85
tree_500_30,prism,0.891
tree_500_30,rwordle,0.907
tree_500_30,scale,0.917
tree_500_30,vpsc,0.91
tree_500_3,gtree,0.88
tree_500_3,pfs,0.828
tree_500_3,pfsp,0.87
tree_500_3,prism,0.897
tree_500_3,rwordle,0.906
tree_500_3,scale,0.917
tree_500_3,vpsc,0.911
tree_500_4,gtree,0.879
tree_500_4,pfs,0.832
tree_500_4,pfsp,0.866
tree_500_4,prism,0.886
tree_500_4,rwordle,0.909
tree_500_4,scale,0.917
tree_500_4,vpsc,0.915
tree_500_5,gtree,0.88
tree_500_5,pfs,0.826
tree_500_5,pfsp,0.865
tree_500_5,prism,0.899
tree_500_5,rwordle,0.908
tree_500_5,scale,0.917
tree_500_5,vpsc,0.913
tree_500_6,gtree,0.88
tree_500_6,pfs,0.824
tree_500_6,pfsp,0.861
tree_500_6,prism,0.898
tree_500_6,rwordle,0.907
tree_500_6,scale,0.917
tree_500_6,vpsc,0.909
tree_500_7,gtree,0.888
tree_500_7,pfs,0.822
tree_500_7,pfsp,0.854
tree_500_7,prism,0.891
tree_500_7,rwordle,0.907
tree_500_7,scale,0.917
tree_500_7,vpsc,0.909
tree_500_8,gtree,0.886
tree_500_8,pfs,0.838
tree_500_8,pfsp,0.87
tree_500_8,prism,0.896
tree_500_8,rwordle,0.909
tree_500_8,scale,0.918
tree_500_8,vpsc,0.914
tree_500_9,gtree,0.869
tree_500_9,pfs,0.826
tree_500_9,pfsp,0.854
tree_500_9,prism,0.895
tree_500_9,rwordle,0.907
tree_500_9,scale,0.916
tree_500_9,vpsc,0.912
tree_50_10,gtree,0.915
tree_50_10,pfs,0.925
tree_50_10,pfsp,0.94
tree_50_10,prism,0.929
tree_50_10,rwordle,0.931
tree_50_10,scale,0.943
tree_50_10,vpsc,0.949
tree_50_11,gtree,0.915
tree_50_11,pfs,0.925
tree_50_11,pfsp,0.94
tree_50_11,prism,0.929
tree_50_11,rwordle,0.931
tree_50_11,scale,0.943
tree_50_11,vpsc,0.949
tree_50_12,gtree,0.915
tree_50_12,pfs,0.925
tree_50_12,pfsp,0.94
tree_50_12,prism,0.929
tree_50_12,rwordle,0.931
tree_50_12,scale,0.943
tree_50_12,vpsc,0.949
tree_50_13,gtree,0.915
tree_50_13,pfs,0.925
tree_50_13,pfsp,0.94
tree_50_13,prism,0.929
tree_50_13,rwordle,0.931
tree_50_13,scale,0.943
tree_50_13,vpsc,0.949
tree_50_14,gtree,0.915
tree_50_14,pfs,0.925
tree_50_14,pfsp,0.94
tree_50_14,prism,0.929
tree_50_14,rwordle,0.931
tree_50_14,scale,0.943
tree_50_14,vpsc,0.949
tree_50_15,gtree,0.915
tree_50_15,pfs,0.925
tree_50_15,pfsp,0.94
tree_50_15,prism,0.929
tree_50_15,rwordle,0.931
tree_50_15,scale,0.943
tree_50_15,vpsc,0.949
tree_50_16,gtree,0.915
tree_50_16,pfs,0.925
tree_50_16,pfsp,0.94
tree_50_16,prism,0.929
tree_50_16,rwordle,0.931
tree_50_16,scale,0.943
tree_50_16,vpsc,0.949
tree_50_17,gtree,0.915
tree_50_17,pfs,0.925
tree_50_17,pfsp,0.94
tree_50_17,prism,0.929
tree_50_17,rwordle,0.931
tree_50_17,scale,0.943
tree_50_17,vpsc,0.949
tree_50_18,gtree,0.917
tree_50_18,pfs,0.911
tree_50_18,pfsp,0.925
tree_50_18,prism,0.923
tree_50_18,rwordle,0.931
tree_50_18,scale,0.934
tree_50_18,vpsc,0.942
tree_50_19,gtree,0.915
tree_50_19,pfs,0.918
tree_50_19,pfsp,0.933
tree_50_19,prism,0.925
tree_50_19,rwordle,0.937
tree_50_19,scale,0.937
tree_50_19,vpsc,0.949
tree_50_1,gtree,0.912
tree_50_1,pfs,0.922
tree_50_1,pfsp,0.934
tree_50_1,prism,0.92
tree_50_1,rwordle,0.934
tree_50_1,scale,0.943
tree_50_1,vpsc,0.948
tree_50_20,gtree,0.915
tree_50_20,pfs,0.918
tree_50_20,pfsp,0.933
tree_50_20,prism,0.925
tree_50_20,rwordle,0.937
tree_50_20,scale,0.937
tree_50_20,vpsc,0.949
tree_50_21,gtree,0.915
tree_50_21,pfs,0.918
tree_50_21,pfsp,0.933
tree_50_21,prism,0.925
tree_50_21,rwordle,0.937
tree_50_21,scale,0.937
tree_50_21,vpsc,0.949
tree_50_22,gtree,0.915
tree_50_22,pfs,0.918
tree_50_22,pfsp,0.933
tree_50_22,prism,0.925
tree_50_22,rwordle,0.937
tree_50_22,scale,0.937
tree_50_22,vpsc,0.949
tree_50_23,gtree,0.915
tree_50_23,pfs,0.918
tree_50_23,pfsp,0.933
tree_50_23,prism,0.925
tree_50_23,rwordle,0.937
tree_50_23,scale,0.937
tree_50_23,vpsc,0.949
tree_50_24,gtree,0.915
tree_50_24,pfs,0.918
tree_50_24,pfsp,0.933
tree_50_24,prism,0.925
tree_50_24,rwordle,0.937
tree_50_24,scale,0.937
tree_50_24,vpsc,0.949
tree_50_25,gtree,0.915
tree_50_25,pfs,0.918
tree_50_25,pfsp,0.933
tree_50_25,prism,0.925
tree_50_25,rwordle,0.937
tree_50_25,scale,0.937
tree_50_25,vpsc,0.949
tree_50_26,gtree,0.915
tree_50_26,pfs,0.918
tree_50_26,pfsp,0.933
tree_50_26,prism,0.925
tree_50_26,rwordle,0.937
tree_50_26,scale,0.937
tree_50_26,vpsc,0.949
tree_50_27,gtree,0.915
tree_50_27,pfs,0.918
tree_50_27,pfsp,0.933
tree_50_27,prism,0.925
tree_50_27,rwordle,0.937
tree_50_27,scale,0.937
tree_50_27,vpsc,0.949
tree_50_28,gtree,0.908
tree_50_28,pfs,0.912
tree_50_28,pfsp,0.92
tree_50_28,prism,0.919
tree_50_28,rwordle,0.927
tree_50_28,scale,0.928
tree_50_28,vpsc,0.945
tree_50_29,gtree,0.895
tree_50_29,pfs,0.907
tree_50_29,pfsp,0.92
tree_50_29,prism,0.913
tree_50_29,rwordle,0.929
tree_50_29,scale,0.927
tree_50_29,vpsc,0.942
tree_50_2,gtree,0.912
tree_50_2,pfs,0.922
tree_50_2,pfsp,0.934
tree_50_2,prism,0.92
tree_50_2,rwordle,0.934
tree_50_2,scale,0.943
tree_50_2,vpsc,0.948
tree_50_30,gtree,0.895
tree_50_30,pfs,0.907
tree_50_30,pfsp,0.92
tree_50_30,prism,0.913
tree_50_30,rwordle,0.929
tree_50_30,scale,0.927
tree_50_30,vpsc,0.942
tree_50_3,gtree,0.903
tree_50_3,pfs,0.903
tree_50_3,pfsp,0.919
tree_50_3,prism,0.909
tree_50_3,rwordle,0.924
tree_50_3,scale,0.925
tree_50_3,vpsc,0.937
tree_50_4,gtree,0.912
tree_50_4,pfs,0.922
tree_50_4,pfsp,0.934
tree_50_4,prism,0.92
tree_50_4,rwordle,0.934
tree_50_4,scale,0.943
tree_50_4,vpsc,0.948
tree_50_5,gtree,0.912
tree_50_5,pfs,0.922
tree_50_5,pfsp,0.934
tree_50_5,prism,0.92
tree_50_5,rwordle,0.934
tree_50_5,scale,0.943
tree_50_5,vpsc,0.948
tree_50_6,gtree,0.903
tree_50_6,pfs,0.903
tree_50_6,pfsp,0.919
tree_50_6,prism,0.909
tree_50_6,rwordle,0.924
tree_50_6,scale,0.925
tree_50_6,vpsc,0.937
tree_50_7,gtree,0.909
tree_50_7,pfs,0.905
tree_50_7,pfsp,0.92
tree_50_7,prism,0.917
tree_50_7,rwordle,0.925
tree_50_7,scale,0.93
tree_50_7,vpsc,0.938
tree_50_8,gtree,0.915
tree_50_8,pfs,0.925
tree_50_8,pfsp,0.94
tree_50_8,prism,0.929
tree_50_8,rwordle,0.931
tree_50_8,scale,0.943
tree_50_8,vpsc,0.949
tree_50_9,gtree,0.915
tree_50_9,pfs,0.925
tree_50_9,pfsp,0.94
tree_50_9,prism,0.929
tree_50_9,rwordle,0.931
tree_50_9,scale,0.943
tree_50_9,vpsc,0.949
ws_1000_10,gtree,0.887
ws_1000_10,pfs,0.869
ws_1000_10,pfsp,0.905
ws_1000_10,prism,0.903
ws_1000_10,rwordle,0.913
ws_1000_10,scale,0.918
ws_1000_10,vpsc,0.915
ws_1000_11,gtree,0.882
ws_1000_11,pfs,0.868
ws_1000_11,pfsp,0.896
ws_1000_11,prism,0.902
ws_1000_11,rwordle,0.911
ws_1000_11,scale,0.918
ws_1000_11,vpsc,0.916
ws_1000_12,gtree,0.897
ws_1000_12,pfs,0.892
ws_1000_12,pfsp,0.907
ws_1000_12,prism,0.905
ws_1000_12,rwordle,0.913
ws_1000_12,scale,0.919
ws_1000_12,vpsc,0.917
ws_1000_13,gtree,0.886
ws_1000_13,pfs,0.872
ws_1000_13,pfsp,0.899
ws_1000_13,prism,0.901
ws_1000_13,rwordle,0.91
ws_1000_13,scale,0.917
ws_1000_13,vpsc,0.918
ws_1000_14,gtree,0.898
ws_1000_14,pfs,0.875
ws_1000_14,pfsp,0.903
ws_1000_14,prism,0.903
ws_1000_14,rwordle,0.915
ws_1000_14,scale,0.919
ws_1000_14,vpsc,0.922
ws_1000_15,gtree,0.889
ws_1000_15,pfs,0.885
ws_1000_15,pfsp,0.902
ws_1000_15,prism,0.904
ws_1000_15,rwordle,0.91
ws_1000_15,scale,0.918
ws_1000_15,vpsc,0.916
ws_1000_16,gtree,0.893
ws_1000_16,pfs,0.893
ws_1000_16,pfsp,0.904
ws_1000_16,prism,0.903
ws_1000_16,rwordle,0.911
ws_1000_16,scale,0.917
ws_1000_16,vpsc,0.917
ws_1000_17,gtree,0.885
ws_1000_17,pfs,0.871
ws_1000_17,pfsp,0.904
ws_1000_17,prism,0.903
ws_1000_17,rwordle,0.913
ws_1000_17,scale,0.919
ws_1000_17,vpsc,0.914
ws_1000_18,gtree,0.889
ws_1000_18,pfs,0.887
ws_1000_18,pfsp,0.904
ws_1000_18,prism,0.902
ws_1000_18,rwordle,0.912
ws_1000_18,scale,0.919
ws_1000_18,vpsc,0.92
ws_1000_19,gtree,0.888
ws_1000_19,pfs,0.854
ws_1000_19,pfsp,0.9
ws_1000_19,prism,0.901
ws_1000_19,rwordle,0.911
ws_1000_19,scale,0.919
ws_1000_19,vpsc,0.915
ws_1000_1,gtree,0.895
ws_1000_1,pfs,0.875
ws_1000_1,pfsp,0.906
ws_1000_1,prism,0.903
ws_1000_1,rwordle,0.911
ws_1000_1,scale,0.92
ws_1000_1,vpsc,0.915
ws_1000_20,gtree,0.886
ws_1000_20,pfs,0.884
ws_1000_20,pfsp,0.895
ws_1000_20,prism,0.904
ws_1000_20,rwordle,0.913
ws_1000_20,scale,0.919
ws_1000_20,vpsc,0.917
ws_1000_21,gtree,0.885
ws_1000_21,pfs,0.877
ws_1000_21,pfsp,0.906
ws_1000_21,prism,0.905
ws_1000_21,rwordle,0.912
ws_1000_21,scale,0.918
ws_1000_21,vpsc,0.918
ws_1000_22,gtree,0.893
ws_1000_22,pfs,0.871
ws_1000_22,pfsp,0.905
ws_1000_22,prism,0.902
ws_1000_22,rwordle,0.91
ws_1000_22,scale,0.92
ws_1000_22,vpsc,0.915
ws_1000_23,gtree,0.886
ws_1000_23,pfs,0.874
ws_1000_23,pfsp,0.906
ws_1000_23,prism,0.902
ws_1000_23,rwordle,0.914
ws_1000_23,scale,0.92
ws_1000_23,vpsc,0.92
ws_1000_24,gtree,0.89
ws_1000_24,pfs,0.868
ws_1000_24,pfsp,0.899
ws_1000_24,prism,0.903
ws_1000_24,rwordle,0.912
ws_1000_24,scale,0.918
ws_1000_24,vpsc,0.917
ws_1000_25,gtree,0.898
ws_1000_25,pfs,0.895
ws_1000_25,pfsp,0.908
ws_1000_25,prism,0.907
ws_1000_25,rwordle,0.915
ws_1000_25,scale,0.919
ws_1000_25,vpsc,0.926
ws_1000_26,gtree,0.886
ws_1000_26,pfs,0.875
ws_1000_26,pfsp,0.9
ws_1000_26,prism,0.903
ws_1000_26,rwordle,0.911
ws_1000_26,scale,0.918
ws_1000_26,vpsc,0.917
ws_1000_27,gtree,0.895
ws_1000_27,pfs,0.882
ws_1000_27,pfsp,0.909
ws_1000_27,prism,0.905
ws_1000_27,rwordle,0.913
ws_1000_27,scale,0.92
ws_1000_27,vpsc,0.92
ws_1000_28,gtree,0.886
ws_1000_28,pfs,0.872
ws_1000_28,pfsp,0.903
ws_1000_28,prism,0.906
ws_1000_28,rwordle,0.912
ws_1000_28,scale,0.919
ws_1000_28,vpsc,0.915
ws_1000_29,gtree,0.882
ws_1000_29,pfs,0.883
ws_1000_29,pfsp,0.902
ws_1000_29,prism,0.902
ws_1000_29,rwordle,0.911
ws_1000_29,scale,0.918
ws_1000_29,vpsc,0.914
ws_1000_2,gtree,0.895
ws_1000_2,pfs,0.854
ws_1000_2,pfsp,0.891
ws_1000_2,prism,0.904
ws_1000_2,rwordle,0.91
ws_1000_2,scale,0.918
ws_1000_2,vpsc,0.917
ws_1000_30,gtree,0.891
ws_1000_30,pfs,0.87
ws_1000_30,pfsp,0.908
ws_1000_30,prism,0.905
ws_1000_30,rwordle,0.912
ws_1000_30,scale,0.92
ws_1000_30,vpsc,0.92
ws_1000_3,gtree,0.885
ws_1000_3,pfs,0.861
ws_1000_3,pfsp,0.902
ws_1000_3,prism,0.901
ws_1000_3,rwordle,0.911
ws_1000_3,scale,0.919
ws_1000_3,vpsc,0.912
ws_1000_4,gtree,0.89
ws_1000_4,pfs,0.885
ws_1000_4,pfsp,0.903
ws_1000_4,prism,0.902
ws_1000_4,rwordle,0.912
ws_1000_4,scale,0.919
ws_1000_4,vpsc,0.918
ws_1000_5,gtree,0.889
ws_1000_5,pfs,0.87
ws_1000_5,pfsp,0.905
ws_1000_5,prism,0.903
ws_1000_5,rwordle,0.911
ws_1000_5,scale,0.918
ws_1000_5,vpsc,0.917
ws_1000_6,gtree,0.888
ws_1000_6,pfs,0.895
ws_1000_6,pfsp,0.906
ws_1000_6,prism,0.904
ws_1000_6,rwordle,0.911
ws_1000_6,scale,0.918
ws_1000_6,vpsc,0.916
ws_1000_7,gtree,0.897
ws_1000_7,pfs,0.867
ws_1000_7,pfsp,0.901
ws_1000_7,prism,0.905
ws_1000_7,rwordle,0.913
ws_1000_7,scale,0.917
ws_1000_7,vpsc,0.921
ws_1000_8,gtree,0.879
ws_1000_8,pfs,0.86
ws_1000_8,pfsp,0.904
ws_1000_8,prism,0.905
ws_1000_8,rwordle,0.911
ws_1000_8,scale,0.919
ws_1000_8,vpsc,0.917
ws_1000_9,gtree,0.895
ws_1000_9,pfs,0.886
ws_1000_9,pfsp,0.901
ws_1000_9,prism,0.902
ws_1000_9,rwordle,0.91
ws_1000_9,scale,0.918
ws_1000_9,vpsc,0.913
ws_100_10,gtree,0.909
ws_100_10,pfs,0.914
ws_100_10,pfsp,0.933
ws_100_10,prism,0.916
ws_100_10,rwordle,0.93
ws_100_10,scale,0.931
ws_100_10,vpsc,0.949
ws_100_11,gtree,0.907
ws_100_11,pfs,0.901
ws_100_11,pfsp,0.917
ws_100_11,prism,0.916
ws_100_11,rwordle,0.922
ws_100_11,scale,0.926
ws_100_11,vpsc,0.932
ws_100_12,gtree,0.91
ws_100_12,pfs,0.92
ws_100_12,pfsp,0.943
ws_100_12,prism,0.919
ws_100_12,rwordle,0.943
ws_100_12,scale,0.937
ws_100_12,vpsc,0.953
ws_100_13,gtree,0.909
ws_100_13,pfs,0.914
ws_100_13,pfsp,0.933
ws_100_13,prism,0.916
ws_100_13,rwordle,0.93
ws_100_13,scale,0.931
ws_100_13,vpsc,0.949
ws_100_14,gtree,0.905
ws_100_14,pfs,0.903
ws_100_14,pfsp,0.914
ws_100_14,prism,0.91
ws_100_14,rwordle,0.92
ws_100_14,scale,0.927
ws_100_14,vpsc,0.931
ws_100_15,gtree,0.905
