filename,algorithm,GQS
random_100_3,gtree,0.873
random_100_3,pfs,0.776
random_100_3,pfsp,0.858
random_100_3,prism,0.848
random_100_3,rwordle,0.879
random_100_3,scale,0.908
random_100_3,vpsc,0.779
random_100_4,gtree,0.849
random_100_4,pfs,0.792
random_100_4,pfsp,0.853
random_100_4,prism,0.829
random_100_4,rwordle,0.876
random_100_4,scale,0.909
random_100_4,vpsc,0.781
random_100_5,gtree,0.859
random_100_5,pfs,0.783
random_100_5,pfsp,0.849
random_100_5,prism,0.849
random_100_5,rwordle,0.88
random_100_5,scale,0.907
random_100_5,vpsc,0.795
random_100_6,gtree,0.86
random_100_6,pfs,0.778
random_100_6,pfsp,0.842
random_100_6,prism,0.828
random_100_6,rwordle,0.873
random_100_6,scale,0.907
random_100_6,vpsc,0.821
random_100_7,gtree,0.873
random_100_7,pfs,0.782
random_100_7,pfsp,0.865
random_100_7,prism,0.841
random_100_7,rwordle,0.877
random_100_7,scale,0.911
random_100_7,vpsc,0.796
random_100_8,gtree,0.856
random_100_8,pfs,0.778
random_100_8,pfsp,0.84
random_100_8,prism,0.83
random_100_8,rwordle,0.877
random_100_8,scale,0.905
random_100_8,vpsc,0.769
random_100_9,gtree,0.842
random_100_9,pfs,0.786
random_100_9,pfsp,0.842
random_100_9,prism,0.833
random_100_9,rwordle,0.859
random_100_9,scale,0.906
random_100_9,vpsc,0.772
random_10_10,gtree,0.9
random_10_10,pfs,0.951
random_10_10,pfsp,0.949
random_10_10,prism,0.91
random_10_10,rwordle,0.931
random_10_10,scale,0.95
random_10_10,vpsc,0.955
random_10_11,gtree,0.9
random_10_11,pfs,0.951
random_10_11,pfsp,0.949
random_10_11,prism,0.91
random_10_11,rwordle,0.931
random_10_11,scale,0.95
random_10_11,vpsc,0.955
random_10_12,gtree,0.9
random_10_12,pfs,0.951
random_10_12,pfsp,0.949
random_10_12,prism,0.91
random_10_12,rwordle,0.931
random_10_12,scale,0.95
random_10_12,vpsc,0.955
random_10_13,gtree,0.9
random_10_13,pfs,0.951
random_10_13,pfsp,0.949
random_10_13,prism,0.91
random_10_13,rwordle,0.931
random_10_13,scale,0.95
random_10_13,vpsc,0.955
random_10_14,gtree,0.9
random_10_14,pfs,0.951
random_10_14,pfsp,0.949
random_10_14,prism,0.91
random_10_14,rwordle,0.931
random_10_14,scale,0.95
random_10_14,vpsc,0.955
random_10_15,gtree,0.9
random_10_15,pfs,0.951
random_10_15,pfsp,0.949
random_10_15,prism,0.91
random_10_15,rwordle,0.931
random_10_15,scale,0.95
random_10_15,vpsc,0.955
random_10_16,gtree,0.9
random_10_16,pfs,0.951
random_10_16,pfsp,0.949
random_10_16,prism,0.91
random_10_16,rwordle,0.931
random_10_16,scale,0.95
random_10_16,vpsc,0.955
random_10_17,gtree,0.9
random_10_17,pfs,0.951
random_10_17,pfsp,0.949
random_10_17,prism,0.91
random_10_17,rwordle,0.931
random_10_17,scale,0.95
random_10_17,vpsc,0.955
random_10_18,gtree,0.9
random_10_18,pfs,0.951
random_10_18,pfsp,0.949
random_10_18,prism,0.91
random_10_18,rwordle,0.931
random_10_18,scale,0.95
random_10_18,vpsc,0.955
random_10_19,gtree,0.9
random_10_19,pfs,0.951
random_10_19,pfsp,0.949
random_10_19,prism,0.91
random_10_19,rwordle,0.931
random_10_19,scale,0.95
random_10_19,vpsc,0.955
random_10_1,gtree,0.9
random_10_1,pfs,0.894
random_10_1,pfsp,0.901
random_10_1,prism,0.892
random_10_1,rwordle,0.912
random_10_1,scale,0.92
random_10_1,vpsc,0.922
random_10_20,gtree,0.9
random_10_20,pfs,0.951
random_10_20,pfsp,0.949
random_10_20,prism,0.91
random_10_20,rwordle,0.931
random_10_20,scale,0.95
random_10_20,vpsc,0.955
random_10_21,gtree,0.9
random_10_21,pfs,0.951
random_10_21,pfsp,0.949
random_10_21,prism,0.91
random_10_21,rwordle,0.931
random_10_21,scale,0.95
random_10_21,vpsc,0.955
random_10_22,gtree,0.9
random_10_22,pfs,0.951
random_10_22,pfsp,0.949
random_10_22,prism,0.91
random_10_22,rwordle,0.931
random_10_22,scale,0.95
random_10_22,vpsc,0.955
random_10_23,gtree,0.9
random_10_23,pfs,0.951
random_10_23,pfsp,0.949
random_10_23,prism,0.91
random_10_23,rwordle,0.931
random_10_23,scale,0.95
random_10_23,vpsc,0.955
random_10_24,gtree,0.9
random_10_24,pfs,0.951
random_10_24,pfsp,0.949
random_10_24,prism,0.91
random_10_24,rwordle,0.931
random_10_24,scale,0.95
random_10_24,vpsc,0.955
random_10_25,gtree,0.9
random_10_25,pfs,0.951
random_10_25,pfsp,0.949
random_10_25,prism,0.91
random_10_25,rwordle,0.931
random_10_25,scale,0.95
random_10_25,vpsc,0.955
random_10_26,gtree,0.9
random_10_26,pfs,0.951
random_10_26,pfsp,0.949
random_10_26,prism,0.91
random_10_26,rwordle,0.931
random_10_26,scale,0.95
random_10_26,vpsc,0.955
random_10_27,gtree,0.9
random_10_27,pfs,0.951
random_10_27,pfsp,0.949
random_10_27,prism,0.91
random_10_27,rwordle,0.931
random_10_27,scale,0.95
random_10_27,vpsc,0.955
random_10_28,gtree,0.9
random_10_28,pfs,0.951
random_10_28,pfsp,0.949
random_10_28,prism,0.91
random_10_28,rwordle,0.931
random_10_28,scale,0.95
random_10_28,vpsc,0.955
random_10_29,gtree,0.9
random_10_29,pfs,0.951
random_10_29,pfsp,0.949
random_10_29,prism,0.91
random_10_29,rwordle,0.931
random_10_29,scale,0.95
random_10_29,vpsc,0.955
random_10_2,gtree,0.9
random_10_2,pfs,0.951
random_10_2,pfsp,0.949
random_10_2,prism,0.91
random_10_2,rwordle,0.931
random_10_2,scale,0.95
random_10_2,vpsc,0.955
random_10_30,gtree,0.9
random_10_30,pfs,0.951
random_10_30,pfsp,0.949
random_10_30,prism,0.91
random_10_30,rwordle,0.931
random_10_30,scale,0.95
random_10_30,vpsc,0.955
random_10_3,gtree,0.9
random_10_3,pfs,0.951
random_10_3,pfsp,0.949
random_10_3,prism,0.91
random_10_3,rwordle,0.931
random_10_3,scale,0.95
random_10_3,vpsc,0.955
random_10_4,gtree,0.9
random_10_4,pfs,0.951
random_10_4,pfsp,0.949
random_10_4,prism,0.91
random_10_4,rwordle,0.931
random_10_4,scale,0.95
random_10_4,vpsc,0.955
random_10_5,gtree,0.9
random_10_5,pfs,0.951
random_10_5,pfsp,0.949
random_10_5,prism,0.91
random_10_5,rwordle,0.931
random_10_5,scale,0.95
random_10_5,vpsc,0.955
random_10_6,gtree,0.9
random_10_6,pfs,0.951
random_10_6,pfsp,0.949
random_10_6,prism,0.91
random_10_6,rwordle,0.931
random_10_6,scale,0.95
random_10_6,vpsc,0.955
random_10_7,gtree,0.9
random_10_7,pfs,0.951
random_10_7,pfsp,0.949
random_10_7,prism,0.91
random_10_7,rwordle,0.931
random_10_7,scale,0.95
random_10_7,vpsc,0.955
random_10_8,gtree,0.9
random_10_8,pfs,0.951
random_10_8,pfsp,0.949
random_10_8,prism,0.91
random_10_8,rwordle,0.931
random_10_8,scale,0.95
random_10_8,vpsc,0.955
random_10_9,gtree,0.9
random_10_9,pfs,0.951
random_10_9,pfsp,0.949
random_10_9,prism,0.91
random_10_9,rwordle,0.931
random_10_9,scale,0.95
random_10_9,vpsc,0.955
random_200_10,gtree,0.863
random_200_10,pfs,0.77
random_200_10,pfsp,0.857
random_200_10,prism,0.833
random_200_10,rwordle,0.85
random_200_10,scale,0.906
random_200_10,vpsc,0.743
random_200_11,gtree,0.847
random_200_11,pfs,0.785
random_200_11,pfsp,0.853
random_200_11,prism,0.822
random_200_11,rwordle,0.866
random_200_11,scale,0.908
random_200_11,vpsc,0.757
random_200_12,gtree,0.839
random_200_12,pfs,0.776
random_200_12,pfsp,0.846
random_200_12,prism,0.82
random_200_12,rwordle,0.862
random_200_12,scale,0.908
random_200_12,vpsc,0.753
random_200_13,gtree,0.865
random_200_13,pfs,0.777
random_200_13,pfsp,0.846
random_200_13,prism,0.821
random_200_13,rwordle,0.848
random_200_13,scale,0.906
random_200_13,vpsc,0.765
random_200_14,gtree,0.858
random_200_14,pfs,0.769
random_200_14,pfsp,0.845
random_200_14,prism,0.822
random_200_14,rwordle,0.854
random_200_14,scale,0.905
random_200_14,vpsc,0.738
random_200_15,gtree,0.854
random_200_15,pfs,0.781
random_200_15,pfsp,0.855
random_200_15,prism,0.834
random_200_15,rwordle,0.838
random_200_15,scale,0.908
random_200_15,vpsc,0.76
random_200_16,gtree,0.863
random_200_16,pfs,0.774
random_200_16,pfsp,0.848
random_200_16,prism,0.82
random_200_16,rwordle,0.873
random_200_16,scale,0.908
random_200_16,vpsc,0.739
random_200_17,gtree,0.86
random_200_17,pfs,0.784
random_200_17,pfsp,0.854
random_200_17,prism,0.838
random_200_17,rwordle,0.859
random_200_17,scale,0.906
random_200_17,vpsc,0.746
random_200_18,gtree,0.856
random_200_18,pfs,0.78
random_200_18,pfsp,0.861
random_200_18,prism,0.826
random_200_18,rwordle,0.854
random_200_18,scale,0.907
random_200_18,vpsc,0.761
random_200_19,gtree,0.843
random_200_19,pfs,0.779
random_200_19,pfsp,0.856
random_200_19,prism,0.819
random_200_19,rwordle,0.85
random_200_19,scale,0.907
random_200_19,vpsc,0.751
random_200_1,gtree,0.867
random_200_1,pfs,0.778
random_200_1,pfsp,0.836
random_200_1,prism,0.814
random_200_1,rwordle,0.857
random_200_1,scale,0.906
random_200_1,vpsc,0.746
random_200_20,gtree,0.838
random_200_20,pfs,0.768
random_200_20,pfsp,0.84
random_200_20,prism,0.823
random_200_20,rwordle,0.855
random_200_20,scale,0.906
random_200_20,vpsc,0.749
random_200_21,gtree,0.86
random_200_21,pfs,0.779
random_200_21,pfsp,0.862
random_200_21,prism,0.831
random_200_21,rwordle,0.853
random_200_21,scale,0.906
random_200_21,vpsc,0.752
random_200_22,gtree,0.86
random_200_22,pfs,0.786
random_200_22,pfsp,0.868
random_200_22,prism,0.84
random_200_22,rwordle,0.849
random_200_22,scale,0.907
random_200_22,vpsc,0.733
random_200_23,gtree,0.863
random_200_23,pfs,0.784
random_200_23,pfsp,0.868
random_200_23,prism,0.832
random_200_23,rwordle,0.863
random_200_23,scale,0.907
random_200_23,vpsc,0.747
random_200_24,gtree,0.865
random_200_24,pfs,0.778
random_200_24,pfsp,0.863
random_200_24,prism,0.834
random_200_24,rwordle,0.849
random_200_24,scale,0.906
random_200_24,vpsc,0.739
random_200_25,gtree,0.831
random_200_25,pfs,0.775
random_200_25,pfsp,0.841
random_200_25,prism,0.827
random_200_25,rwordle,0.865
random_200_25,scale,0.907
random_200_25,vpsc,0.741
random_200_26,gtree,0.865
random_200_26,pfs,0.773
random_200_26,pfsp,0.837
random_200_26,prism,0.821
random_200_26,rwordle,0.853
random_200_26,scale,0.907
random_200_26,vpsc,0.741
random_200_27,gtree,0.865
random_200_27,pfs,0.779
random_200_27,pfsp,0.846
random_200_27,prism,0.825
random_200_27,rwordle,0.859
random_200_27,scale,0.906
random_200_27,vpsc,0.753
random_200_28,gtree,0.866
random_200_28,pfs,0.772
random_200_28,pfsp,0.846
random_200_28,prism,0.827
random_200_28,rwordle,0.858
random_200_28,scale,0.908
random_200_28,vpsc,0.745
random_200_29,gtree,0.854
random_200_29,pfs,0.783
random_200_29,pfsp,0.865
random_200_29,prism,0.83
random_200_29,rwordle,0.845
random_200_29,scale,0.907
random_200_29,vpsc,0.745
random_200_2,gtree,0.856
random_200_2,pfs,0.78
random_200_2,pfsp,0.851
random_200_2,prism,0.834
random_200_2,rwordle,0.846
random_200_2,scale,0.906
random_200_2,vpsc,0.738
random_200_30,gtree,0.853
random_200_30,pfs,0.777
random_200_30,pfsp,0.862
random_200_30,prism,0.825
random_200_30,rwordle,0.857
random_200_30,scale,0.905
random_200_30,vpsc,0.734
random_200_3,gtree,0.869
random_200_3,pfs,0.774
random_200_3,pfsp,0.839
random_200_3,prism,0.813
random_200_3,rwordle,0.863
random_200_3,scale,0.908
random_200_3,vpsc,0.747
random_200_4,gtree,0.856
random_200_4,pfs,0.771
random_200_4,pfsp,0.863
random_200_4,prism,0.838
random_200_4,rwordle,0.858
random_200_4,scale,0.907
random_200_4,vpsc,0.754
random_200_5,gtree,0.842
random_200_5,pfs,0.781
random_200_5,pfsp,0.846
random_200_5,prism,0.831
random_200_5,rwordle,0.848
random_200_5,scale,0.906
random_200_5,vpsc,0.745
random_200_6,gtree,0.854
random_200_6,pfs,0.794
random_200_6,pfsp,0.868
random_200_6,prism,0.853
random_200_6,rwordle,0.851
random_200_6,scale,0.907
random_200_6,vpsc,0.741
random_200_7,gtree,0.869
random_200_7,pfs,0.773
random_200_7,pfsp,0.845
random_200_7,prism,0.821
random_200_7,rwordle,0.854
random_200_7,scale,0.907
random_200_7,vpsc,0.746
random_200_8,gtree,0.864
random_200_8,pfs,0.808
random_200_8,pfsp,0.87
random_200_8,prism,0.841
random_200_8,rwordle,0.83
random_200_8,scale,0.909
random_200_8,vpsc,0.754
random_200_9,gtree,0.868
random_200_9,pfs,0.787
random_200_9,pfsp,0.852
random_200_9,prism,0.822
random_200_9,rwordle,0.845
random_200_9,scale,0.907
random_200_9,vpsc,0.734
random_20_10,gtree,0.86
random_20_10,pfs,0.844
random_20_10,pfsp,0.866
random_20_10,prism,0.839
random_20_10,rwordle,0.893
random_20_10,scale,0.913
random_20_10,vpsc,0.902
random_20_11,gtree,0.86
random_20_11,pfs,0.844
random_20_11,pfsp,0.866
random_20_11,prism,0.839
random_20_11,rwordle,0.893
random_20_11,scale,0.913
random_20_11,vpsc,0.902
random_20_12,gtree,0.86
random_20_12,pfs,0.844
random_20_12,pfsp,0.866
random_20_12,prism,0.839
random_20_12,rwordle,0.893
random_20_12,scale,0.913
random_20_12,vpsc,0.902
random_20_13,gtree,0.86
random_20_13,pfs,0.844
random_20_13,pfsp,0.866
random_20_13,prism,0.839
random_20_13,rwordle,0.893
random_20_13,scale,0.913
random_20_13,vpsc,0.902
random_20_14,gtree,0.86
random_20_14,pfs,0.844
random_20_14,pfsp,0.866
random_20_14,prism,0.839
random_20_14,rwordle,0.893
random_20_14,scale,0.913
random_20_14,vpsc,0.902
random_20_15,gtree,0.86
random_20_15,pfs,0.844
random_20_15,pfsp,0.866
random_20_15,prism,0.839
random_20_15,rwordle,0.893
random_20_15,scale,0.913
random_20_15,vpsc,0.902
random_20_16,gtree,0.86
random_20_16,pfs,0.844
random_20_16,pfsp,0.866
random_20_16,prism,0.839
random_20_16,rwordle,0.893
random_20_16,scale,0.913
random_20_16,vpsc,0.902
random_20_17,gtree,0.86
random_20_17,pfs,0.844
random_20_17,pfsp,0.866
random_20_17,prism,0.839
random_20_17,rwordle,0.893
random_20_17,scale,0.913
random_20_17,vpsc,0.902
random_20_18,gtree,0.86
random_20_18,pfs,0.844
random_20_18,pfsp,0.866
random_20_18,prism,0.839
random_20_18,rwordle,0.893
random_20_18,scale,0.913
random_20_18,vpsc,0.902
random_20_19,gtree,0.86
random_20_19,pfs,0.844
random_20_19,pfsp,0.866
random_20_19,prism,0.839
random_20_19,rwordle,0.893
random_20_19,scale,0.913
random_20_19,vpsc,0.902
random_20_1,gtree,0.853
random_20_1,pfs,0.85
random_20_1,pfsp,0.892
random_20_1,prism,0.876
random_20_1,rwordle,0.901
random_20_1,scale,0.917
random_20_1,vpsc,0.905
random_20_20,gtree,0.86
random_20_20,pfs,0.844
random_20_20,pfsp,0.866
random_20_20,prism,0.839
random_20_20,rwordle,0.893
random_20_20,scale,0.913
random_20_20,vpsc,0.902
random_20_21,gtree,0.86
random_20_21,pfs,0.844
random_20_21,pfsp,0.866
random_20_21,prism,0.839
random_20_21,rwordle,0.893
random_20_21,scale,0.913
random_20_21,vpsc,0.902
random_20_22,gtree,0.86
random_20_22,pfs,0.844
random_20_22,pfsp,0.866
random_20_22,prism,0.839
random_20_22,rwordle,0.893
random_20_22,scale,0.913
random_20_22,vpsc,0.902
random_20_23,gtree,0.86
random_20_23,pfs,0.844
random_20_23,pfsp,0.866
random_20_23,prism,0.839
random_20_23,rwordle,0.893
random_20_23,scale,0.913
random_20_23,vpsc,0.902
random_20_24,gtree,0.86
random_20_24,pfs,0.844
random_20_24,pfsp,0.866
random_20_24,prism,0.839
random_20_24,rwordle,0.893
random_20_24,scale,0.913
random_20_24,vpsc,0.902
random_20_25,gtree,0.86
random_20_25,pfs,0.844
random_20_25,pfsp,0.866
random_20_25,prism,0.839
random_20_25,rwordle,0.893
random_20_25,scale,0.913
random_20_25,vpsc,0.902
random_20_26,gtree,0.872
random_20_26,pfs,0.868
random_20_26,pfsp,0.895
random_20_26,prism,0.889
random_20_26,rwordle,0.899
random_20_26,scale,0.935
random_20_26,vpsc,0.919
random_20_27,gtree,0.834
random_20_27,pfs,0.846
random_20_27,pfsp,0.858
random_20_27,prism,0.852
random_20_27,rwordle,0.893
random_20_27,scale,0.92
random_20_27,vpsc,0.907
random_20_28,gtree,0.834
random_20_28,pfs,0.846
random_20_28,pfsp,0.858
random_20_28,prism,0.852
random_20_28,rwordle,0.893
random_20_28,scale,0.92
random_20_28,vpsc,0.907
random_20_29,gtree,0.834
random_20_29,pfs,0.846
random_20_29,pfsp,0.858
random_20_29,prism,0.852
random_20_29,rwordle,0.893
random_20_29,scale,0.92
random_20_29,vpsc,0.907
random_20_2,gtree,0.882
random_20_2,pfs,0.879
random_20_2,pfsp,0.892
random_20_2,prism,0.876
random_20_2,rwordle,0.906
random_20_2,scale,0.914
random_20_2,vpsc,0.914
random_20_30,gtree,0.834
random_20_30,pfs,0.846
random_20_30,pfsp,0.858
random_20_30,prism,0.852
random_20_30,rwordle,0.893
random_20_30,scale,0.92
random_20_30,vpsc,0.907
random_20_3,gtree,0.853
random_20_3,pfs,0.85
random_20_3,pfsp,0.892
random_20_3,prism,0.876
random_20_3,rwordle,0.901
random_20_3,scale,0.917
random_20_3,vpsc,0.905
random_20_4,gtree,0.882
random_20_4,pfs,0.879
random_20_4,pfsp,0.892
random_20_4,prism,0.876
random_20_4,rwordle,0.906
random_20_4,scale,0.914
random_20_4,vpsc,0.914
random_20_5,gtree,0.853
random_20_5,pfs,0.85
random_20_5,pfsp,0.892
random_20_5,prism,0.876
random_20_5,rwordle,0.901
random_20_5,scale,0.917
random_20_5,vpsc,0.905
random_20_6,gtree,0.853
random_20_6,pfs,0.85
random_20_6,pfsp,0.892
random_20_6,prism,0.876
random_20_6,rwordle,0.901
random_20_6,scale,0.917
random_20_6,vpsc,0.905
random_20_7,gtree,0.86
random_20_7,pfs,0.844
random_20_7,pfsp,0.866
random_20_7,prism,0.839
random_20_7,rwordle,0.893
random_20_7,scale,0.913
random_20_7,vpsc,0.902
random_20_8,gtree,0.86
random_20_8,pfs,0.844
random_20_8,pfsp,0.866
random_20_8,prism,0.839
random_20_8,rwordle,0.893
random_20_8,scale,0.913
random_20_8,vpsc,0.902
random_20_9,gtree,0.86
random_20_9,pfs,0.844
random_20_9,pfsp,0.866
random_20_9,prism,0.839
random_20_9,rwordle,0.893
random_20_9,scale,0.913
random_20_9,vpsc,0.902
random_500_10,gtree,0.862
random_500_10,pfs,0.775
random_500_10,pfsp,0.835
random_500_10,prism,0.817
random_500_10,rwordle,0.854
random_500_10,scale,0.908
random_500_10,vpsc,0.719
random_500_11,gtree,0.832
random_500_11,pfs,0.787
random_500_11,pfsp,0.867
random_500_11,prism,0.833
random_500_11,rwordle,0.833
random_500_11,scale,0.908
random_500_11,vpsc,0.711
random_500_12,gtree,0.857
random_500_12,pfs,0.789
random_500_12,pfsp,0.863
random_500_12,prism,0.832
random_500_12,rwordle,0.825
random_500_12,scale,0.908
random_500_12,vpsc,0.711
random_500_13,gtree,0.832
random_500_13,pfs,0.754
random_500_13,pfsp,0.808
random_500_13,prism,0.794
random_500_13,rwordle,0.849
random_500_13,scale,0.905
random_500_13,vpsc,0.739
random_500_14,gtree,0.841
random_500_14,pfs,0.779
random_500_14,pfsp,0.847
random_500_14,prism,0.816
random_500_14,rwordle,0.851
random_500_14,scale,0.906
random_500_14,vpsc,0.712
random_500_15,gtree,0.84
random_500_15,pfs,0.774
random_500_15,pfsp,0.845
random_500_15,prism,0.819
random_500_15,rwordle,0.841
random_500_15,scale,0.908
random_500_15,vpsc,0.727
random_500_16,gtree,0.851
random_500_16,pfs,0.776
random_500_16,pfsp,0.852
random_500_16,prism,0.825
random_500_16,rwordle,0.855
random_500_16,scale,0.906
random_500_16,vpsc,0.72
random_500_17,gtree,0.846
random_500_17,pfs,0.775
random_500_17,pfsp,0.84
random_500_17,prism,0.818
random_500_17,rwordle,0.851
random_500_17,scale,0.906
random_500_17,vpsc,0.721
random_500_18,gtree,0.86
random_500_18,pfs,0.776
random_500_18,pfsp,0.852
random_500_18,prism,0.819
random_500_18,rwordle,0.848
random_500_18,scale,0.906
random_500_18,vpsc,0.721
random_500_19,gtree,0.839
random_500_19,pfs,0.781
random_500_19,pfsp,0.849
random_500_19,prism,0.83
random_500_19,rwordle,0.844
random_500_19,scale,0.909
random_500_19,vpsc,0.726
random_500_1,gtree,0.844
random_500_1,pfs,0.778
random_500_1,pfsp,0.843
random_500_1,prism,0.827
random_500_1,rwordle,0.854
random_500_1,scale,0.907
random_500_1,vpsc,0.724
random_500_20,gtree,0.844
random_500_20,pfs,0.769
random_500_20,pfsp,0.817
random_500_20,prism,0.81
random_500_20,rwordle,0.858
random_500_20,scale,0.907
random_500_20,vpsc,0.731
random_500_21,gtree,0.863
random_500_21,pfs,0.779
random_500_21,pfsp,0.85
random_500_21,prism,0.828
random_500_21,rwordle,0.85
random_500_21,scale,0.906
random_500_21,vpsc,0.723
random_500_22,gtree,0.854
random_500_22,pfs,0.775
random_500_22,pfsp,0.86
random_500_22,prism,0.83
random_500_22,rwordle,0.838
random_500_22,scale,0.907
random_500_22,vpsc,0.718
random_500_23,gtree,0.833
random_500_23,pfs,0.784
random_500_23,pfsp,0.865
random_500_23,prism,0.821
random_500_23,rwordle,0.839
random_500_23,scale,0.908
random_500_23,vpsc,0.725
random_500_24,gtree,0.852
random_500_24,pfs,0.783
random_500_24,pfsp,0.847
random_500_24,prism,0.823
random_500_24,rwordle,0.845
random_500_24,scale,0.908
random_500_24,vpsc,0.714
random_500_25,gtree,0.84
random_500_25,pfs,0.779
random_500_25,pfsp,0.847
random_500_25,prism,0.823
random_500_25,rwordle,0.843
random_500_25,scale,0.908
random_500_25,vpsc,0.721
random_500_26,gtree,0.827
random_500_26,pfs,0.761
random_500_26,pfsp,0.815
random_500_26,prism,0.807
random_500_26,rwordle,0.847
random_500_26,scale,0.905
random_500_26,vpsc,0.74
random_500_27,gtree,0.822
random_500_27,pfs,0.761
random_500_27,pfsp,0.802
random_500_27,prism,0.797
random_500_27,rwordle,0.846
random_500_27,scale,0.905
random_500_27,vpsc,0.74
random_500_28,gtree,0.841
random_500_28,pfs,0.777
random_500_28,pfsp,0.85
random_500_28,prism,0.825
random_500_28,rwordle,0.85
random_500_28,scale,0.906
random_500_28,vpsc,0.724
random_500_29,gtree,0.839
random_500_29,pfs,0.786
random_500_29,pfsp,0.858
random_500_29,prism,0.832
random_500_29,rwordle,0.842
random_500_29,scale,0.908
random_500_29,vpsc,0.707
random_500_2,gtree,0.848
random_500_2,pfs,0.763
random_500_2,pfsp,0.819
random_500_2,prism,0.805
random_500_2,rwordle,0.859
random_500_2,scale,0.906
random_500_2,vpsc,0.725
random_500_30,gtree,0.854
random_500_30,pfs,0.775
random_500_30,pfsp,0.857
random_500_30,prism,0.82
random_500_30,rwordle,0.841
random_500_30,scale,0.909
random_500_30,vpsc,0.721
random_500_3,gtree,0.847
random_500_3,pfs,0.781
random_500_3,pfsp,0.854
random_500_3,prism,0.829
random_500_3,rwordle,0.85
random_500_3,scale,0.907
random_500_3,vpsc,0.711
random_500_4,gtree,0.848
random_500_4,pfs,0.776
random_500_4,pfsp,0.838
random_500_4,prism,0.818
random_500_4,rwordle,0.851
random_500_4,scale,0.907
random_500_4,vpsc,0.721
random_500_5,gtree,0.854
random_500_5,pfs,0.774
random_500_5,pfsp,0.835
random_500_5,prism,0.816
random_500_5,rwordle,0.853
random_500_5,scale,0.906
random_500_5,vpsc,0.725
random_500_6,gtree,0.853
random_500_6,pfs,0.774
random_500_6,pfsp,0.841
random_500_6,prism,0.821
random_500_6,rwordle,0.848
random_500_6,scale,0.907
random_500_6,vpsc,0.718
random_500_7,gtree,0.859
random_500_7,pfs,0.756
random_500_7,pfsp,0.806
random_500_7,prism,0.794
random_500_7,rwordle,0.867
random_500_7,scale,0.905
random_500_7,vpsc,0.733
random_500_8,gtree,0.855
random_500_8,pfs,0.78
random_500_8,pfsp,0.853
random_500_8,prism,0.837
random_500_8,rwordle,0.841
random_500_8,scale,0.907
random_500_8,vpsc,0.721
random_500_9,gtree,0.86
random_500_9,pfs,0.774
random_500_9,pfsp,0.855
random_500_9,prism,0.822
random_500_9,rwordle,0.841
random_500_9,scale,0.906
random_500_9,vpsc,0.718
random_50_10,gtree,0.878
random_50_10,pfs,0.813
random_50_10,pfsp,0.862
random_50_10,prism,0.868
random_50_10,rwordle,0.895
random_50_10,scale,0.911
random_50_10,vpsc,0.865
random_50_11,gtree,0.878
random_50_11,pfs,0.813
random_50_11,pfsp,0.862
random_50_11,prism,0.868
random_50_11,rwordle,0.895
random_50_11,scale,0.911
random_50_11,vpsc,0.865
random_50_12,gtree,0.878
random_50_12,pfs,0.791
random_50_12,pfsp,0.859
random_50_12,prism,0.84
random_50_12,rwordle,0.891
random_50_12,scale,0.911
random_50_12,vpsc,0.858
random_50_13,gtree,0.878
random_50_13,pfs,0.813
random_50_13,pfsp,0.862
random_50_13,prism,0.868
random_50_13,rwordle,0.895
random_50_13,scale,0.911
random_50_13,vpsc,0.865
random_50_14,gtree,0.878
random_50_14,pfs,0.813
random_50_14,pfsp,0.862
random_50_14,prism,0.868
random_50_14,rwordle,0.895
random_50_14,scale,0.911
random_50_14,vpsc,0.865
random_50_15,gtree,0.878
random_50_15,pfs,0.791
random_50_15,pfsp,0.859
random_50_15,prism,0.84
random_50_15,rwordle,0.891
random_50_15,scale,0.911
random_50_15,vpsc,0.858
random_50_16,gtree,0.878
random_50_16,pfs,0.791
random_50_16,pfsp,0.859
random_50_16,prism,0.84
random_50_16,rwordle,0.891
random_50_16,scale,0.911
random_50_16,vpsc,0.858
random_50_17,gtree,0.878
random_50_17,pfs,0.813
random_50_17,pfsp,0.862
random_50_17,prism,0.868
random_50_17,rwordle,0.895
random_50_17,scale,0.911
random_50_17,vpsc,0.865
random_50_18,gtree,0.878
random_50_18,pfs,0.813
random_50_18,pfsp,0.862
random_50_18,prism,0.868
random_50_18,rwordle,0.895
random_50_18,scale,0.911
random_50_18,vpsc,0.865
random_50_19,gtree,0.834
random_50_19,pfs,0.813
random_50_19,pfsp,0.854
random_50_19,prism,0.842
random_50_19,rwordle,0.897
random_50_19,scale,0.912
random_50_19,vpsc,0.855
random_50_1,gtree,0.833
random_50_1,pfs,0.809
random_50_1,pfsp,0.835
random_50_1,prism,0.823
random_50_1,rwordle,0.887
random_50_1,scale,0.912
random_50_1,vpsc,0.867
random_50_20,gtree,0.834
random_50_20,pfs,0.813
random_50_20,pfsp,0.854
random_50_20,prism,0.842
random_50_20,rwordle,0.897
random_50_20,scale,0.912
random_50_20,vpsc,0.855
random_50_21,gtree,0.834
random_50_21,pfs,0.813
random_50_21,pfsp,0.854
random_50_21,prism,0.842
random_50_21,rwordle,0.897
random_50_21,scale,0.912
random_50_21,vpsc,0.855
random_50_22,gtree,0.873
random_50_22,pfs,0.817
random_50_22,pfsp,0.879
random_50_22,prism,0.857
random_50_22,rwordle,0.881
random_50_22,scale,0.909
random_50_22,vpsc,0.806
random_50_23,gtree,0.834
random_50_23,pfs,0.813
